Date,Revenue,COGS
2023-01-01,2410578.03,2324882.23
2023-01-02,1241509.38,1309200.08
2023-01-03,1030903.04,946702.49
2023-01-04,972344.41,736175.0
2023-01-05,1076677.48,828073.64
2023-01-06,1088687.76,867766.37
2023-01-07,1247236.26,979836.49
2023-01-08,1404636.1,1077228.04
2023-01-09,1450547.49,1249559.42
2023-01-10,1455580.6,1319953.86
2023-01-11,1461460.18,1217771.07
2023-01-12,1266322.89,1022160.52
2023-01-13,1323308.38,982351.47
2023-01-14,1272381.09,1054763.32
2023-01-15,1478228.64,1207458.75
2023-01-16,1732616.23,1508145.12
2023-01-17,1759906.86,1514163.05
2023-01-18,1685868.4,1316483.14
2023-01-19,1514679.02,1226087.47
2023-01-20,1545417.18,1160224.1
2023-01-21,1563106.27,1318036.01
2023-01-22,1638048.78,1451154.51
2023-01-23,1815647.49,1576215.46
2023-01-24,1965415.85,1590318.99
2023-01-25,1888553.59,1573558.33
2023-01-26,1863484.8,1466622.51
2023-01-27,2099385.88,1618516.89
2023-01-28,2544353.89,2281732.49
2023-01-29,2877868.46,2679713.63
2023-01-30,2891305.0,2626499.08
2023-01-31,2368533.94,2141259.27
2023-02-01,2169747.04,1880790.37
2023-02-02,1610220.04,1113431.14
2023-02-03,1107379.6,860840.93
2023-02-04,1291896.24,911110.31
2023-02-05,1610507.65,1260598.64
2023-02-06,1553231.57,1323470.28
2023-02-07,1789526.14,1515391.77
2023-02-08,1754307.56,1405452.81
2023-02-09,1674324.58,1339562.16
2023-02-10,1749478.16,1476839.47
2023-02-11,1767177.59,1420159.61
2023-02-12,2204809.59,1892108.56
2023-02-13,2205630.63,2069780.13
2023-02-14,2510369.45,2243424.32
2023-02-15,2270737.38,1991333.99
2023-02-16,2124415.44,1974765.98
2023-02-17,2184988.42,1919269.6
2023-02-18,2065269.61,1799204.82
2023-02-19,2583229.76,2175699.49
2023-02-20,2712183.37,2625457.06
2023-02-21,2700523.49,2490635.93
2023-02-22,2671328.99,2388799.53
2023-02-23,2816532.47,2331405.12
2023-02-24,2923783.17,2408018.43
2023-02-25,3684093.63,3233658.2
2023-02-26,4112311.57,3461158.92
2023-02-27,4119873.54,3540521.92
2023-02-28,4149085.15,3657382.4
2023-03-01,2692405.92,2420087.08
2023-03-02,1594310.38,1318228.31
2023-03-03,1103961.87,837445.51
2023-03-04,1343844.3,980303.32
2023-03-05,1752225.62,1546150.92
2023-03-06,2406987.49,2201243.11
2023-03-07,2462699.99,2202009.89
2023-03-08,2781860.17,2510762.3
2023-03-09,2768166.05,2461463.4
2023-03-10,2935589.63,2631797.37
2023-03-11,3082383.88,2842138.77
2023-03-12,3467182.48,2954228.73
2023-03-13,3967988.22,3514004.02
2023-03-14,4160868.56,3598218.11
2023-03-15,4338267.74,3657990.56
2023-03-16,3892766.38,3352213.71
2023-03-17,3873610.94,3174440.63
2023-03-18,4101255.63,3567210.78
2023-03-19,3866461.13,3474932.12
2023-03-20,4308834.09,4036691.33
2023-03-21,4293508.96,4208272.08
2023-03-22,4518908.1,4428007.9
2023-03-23,4387382.41,3955280.95
2023-03-24,4046330.69,3805358.78
2023-03-25,4131510.81,3868105.58
2023-03-26,4357576.44,3854436.49
2023-03-27,4961900.7,4811380.45
2023-03-28,5339775.29,4998282.26
2023-03-29,5559539.23,5182753.02
2023-03-30,8916890.22,8910660.78
2023-03-31,8474031.21,7531294.35
2023-04-01,7729905.13,7238349.73
2023-04-02,7275381.98,6824131.75
2023-04-03,6642616.19,6472906.04
2023-04-04,2693472.65,2447171.05
2023-04-05,2429723.8,2406112.84
2023-04-06,2516169.15,2340356.13
2023-04-07,2709925.11,2282011.3
2023-04-08,2745969.4,2400147.44
2023-04-09,3238913.58,2949580.14
2023-04-10,3554992.15,3443197.55
2023-04-11,3619607.08,3580674.2
2023-04-12,3991608.62,3734446.14
2023-04-13,3850095.25,3500939.38
2023-04-14,4046962.03,3550524.2
2023-04-15,3893538.93,3273312.59
2023-04-16,4089448.74,3362906.1
2023-04-17,4285563.69,3479519.77
2023-04-18,4383235.87,3549138.5
2023-04-19,4421779.86,3691263.63
2023-04-20,4356996.03,3454482.18
2023-04-21,4230316.62,3466219.75
2023-04-22,4033796.96,3094233.16
2023-04-23,3781409.0,3082128.16
2023-04-24,4370860.76,3543683.7
2023-04-25,4919261.12,3953556.84
2023-04-26,5266453.34,4079649.39
2023-04-27,5351590.03,4176514.86
2023-04-28,5081161.49,4338799.56
2023-04-29,6350690.06,5520484.9
2023-04-30,6898987.43,5432126.51
2023-05-01,6160435.92,4680930.51
2023-05-02,5318137.2,4211750.39
2023-05-03,5050878.14,4471699.14
2023-05-04,2144160.88,1939634.26
2023-05-05,2515698.59,2040599.7
2023-05-06,2593115.0,2103506.88
2023-05-07,3243947.45,2473640.1
2023-05-08,3245627.07,2611354.15
2023-05-09,3419729.14,2627081.14
2023-05-10,3673347.2,2969782.02
2023-05-11,3759352.54,3149495.58
2023-05-12,3659354.51,3028737.77
2023-05-13,3850698.35,3194369.87
2023-05-14,4276304.16,3575412.78
2023-05-15,4110479.5,3471098.76
2023-05-16,4493266.02,3722315.16
2023-05-17,4758069.89,3909772.47
2023-05-18,4217278.4,3358526.58
2023-05-19,3663026.73,2794130.44
2023-05-20,3688962.68,3132629.02
2023-05-21,4188955.77,3634278.8
2023-05-22,4104535.39,3422732.6
2023-05-23,5030363.18,3794746.79
2023-05-24,5306772.03,4138454.97
2023-05-25,4611343.98,3416029.41
2023-05-26,3957022.31,3013584.82
2023-05-27,3999819.49,3236568.1
2023-05-28,4196189.2,3752480.11
2023-05-29,4819122.69,4010590.65
2023-05-30,7467447.5,6276197.5
2023-05-31,8821447.29,7601831.94
2023-06-01,7702614.97,6623609.93
2023-06-02,6989169.06,6160896.87
2023-06-03,5206497.02,4874664.36
2023-06-04,2776955.97,2245889.97
2023-06-05,2827634.79,2267729.05
2023-06-06,3063574.82,2414765.06
2023-06-07,3250491.76,2869293.62
2023-06-08,3331006.78,2787428.32
2023-06-09,3098893.74,2686208.84
2023-06-10,3322177.87,2721320.71
2023-06-11,3409653.94,2802103.08
2023-06-12,3766914.14,3165050.1
2023-06-13,4023650.33,3206557.71
2023-06-14,4328840.25,3802490.01
2023-06-15,4294402.98,3726408.11
2023-06-16,4022865.71,3523332.15
2023-06-17,4037820.78,3480077.53
2023-06-18,3753326.39,3066782.18
2023-06-19,3743005.41,3027376.44
2023-06-20,3714159.46,3061004.97
2023-06-21,4602771.64,3765455.12
2023-06-22,4329190.78,3758098.86
2023-06-23,3508782.34,3358174.13
2023-06-24,3542333.13,3218920.08
2023-06-25,3348999.32,2965934.22
2023-06-26,3716770.84,3268585.89
2023-06-27,4312443.27,3769675.76
2023-06-28,5445623.81,4942327.03
2023-06-29,6267701.76,6178023.47
2023-06-30,5062279.75,4897220.02
2023-07-01,4388308.24,4673051.58
2023-07-02,4065904.65,4114176.42
2023-07-03,3425666.57,3592086.5
2023-07-04,1710007.46,1634149.31
2023-07-05,1806411.58,1616974.54
2023-07-06,1644069.45,1656679.57
2023-07-07,1918805.34,1924456.57
2023-07-08,2227841.97,2063297.67
2023-07-09,2377912.98,2233960.59
2023-07-10,2659070.06,2590647.98
2023-07-11,2884892.66,3022025.39
2023-07-12,3056554.96,3107815.79
2023-07-13,3006661.54,2892765.42
2023-07-14,2943829.99,2764439.54
2023-07-15,2863109.47,2608789.86
2023-07-16,2957523.05,2701094.85
2023-07-17,3245560.94,3105837.67
2023-07-18,3326440.88,3144551.39
2023-07-19,3230445.48,2907528.95
2023-07-20,3460238.2,3085353.53
2023-07-21,3072481.09,2631014.64
2023-07-22,3034939.39,2499203.9
2023-07-23,3562841.1,2865470.5
2023-07-24,3528786.31,2792267.75
2023-07-25,3325175.05,2764635.54
2023-07-26,3663687.02,3053049.82
2023-07-27,3998801.96,3187569.56
2023-07-28,3719258.49,2973374.79
2023-07-29,3763481.87,2847284.02
2023-07-30,4189135.56,3640262.35
2023-07-31,4866817.35,4342101.85
2023-08-01,4197642.6,3775408.3
2023-08-02,4147213.37,4291841.32
2023-08-03,3620754.79,3903494.41
2023-08-04,2489028.91,2828734.9
2023-08-05,1725725.4,1969151.28
2023-08-06,1889546.09,2147369.61
2023-08-07,2166565.75,2316915.54
2023-08-08,2031012.98,2274956.07
2023-08-09,1970785.11,2195015.72
2023-08-10,2064416.74,2487825.07
2023-08-11,2091346.88,2603831.63
2023-08-12,2063058.9,2262033.57
2023-08-13,2294141.96,2717630.84
2023-08-14,2321455.83,2683538.62
2023-08-15,2342505.29,2958919.97
2023-08-16,2318460.07,2837988.15
2023-08-17,2490699.92,3035996.05
2023-08-18,2192072.58,2721731.74
2023-08-19,2255538.25,2538544.63
2023-08-20,2508327.2,2628858.89
2023-08-21,2377608.9,2666677.46
2023-08-22,2408878.29,2957858.91
2023-08-23,2302908.69,2424201.31
2023-08-24,2375857.9,2906091.02
2023-08-25,2259573.98,2677301.41
2023-08-26,2155303.68,2424215.79
2023-08-27,2396582.24,2912375.07
2023-08-28,3368654.29,4128865.46
2023-08-29,4813447.27,6291812.63
2023-08-30,4749103.82,5648806.42
2023-08-31,5031211.11,6304967.31
2023-09-01,4236141.71,5009435.51
2023-09-02,2648656.62,3164195.7
2023-09-03,1361660.64,1466266.31
2023-09-04,1430521.31,1457083.58
2023-09-05,1730960.23,1662202.33
2023-09-06,2014411.94,1879563.06
2023-09-07,2193641.13,2010548.85
2023-09-08,2575117.9,2463988.85
2023-09-09,2188968.18,1973926.79
2023-09-10,2235443.37,2047238.11
2023-09-11,2420683.5,2354946.53
2023-09-12,2543913.99,2290664.99
2023-09-13,2472122.82,2407803.51
2023-09-14,2399861.16,2311105.68
2023-09-15,2582924.12,2492255.5
2023-09-16,2198708.55,2185921.91
2023-09-17,2072786.75,1941123.78
2023-09-18,2284056.53,2201089.14
2023-09-19,2315145.31,2256126.14
2023-09-20,2214228.94,1937300.78
2023-09-21,2551700.65,2465143.48
2023-09-22,2372406.01,2568114.91
2023-09-23,2207071.7,2281265.95
2023-09-24,2338980.77,2280659.17
2023-09-25,2609745.17,2628804.84
2023-09-26,2781100.13,2864458.52
2023-09-27,3308250.63,3220176.13
2023-09-28,3977756.65,3642895.72
2023-09-29,3964689.89,3574669.61
2023-09-30,3178492.56,3127096.38
2023-10-01,2461645.39,2434671.9
2023-10-02,2027568.57,1663389.62
2023-10-03,1351517.06,1224553.97
2023-10-04,1635857.12,1320087.22
2023-10-05,1512603.27,1329431.6
2023-10-06,1747790.18,1467351.62
2023-10-07,1618080.57,1456117.19
2023-10-08,1830094.19,1595879.37
2023-10-09,1807520.35,1491242.64
2023-10-10,1796694.16,1438596.24
2023-10-11,1873540.98,1555243.51
2023-10-12,1790358.29,1458262.49
2023-10-13,2082958.03,1720319.74
2023-10-14,1891368.38,1709411.96
2023-10-15,2102992.73,1814808.12
2023-10-16,2153394.0,1736608.23
2023-10-17,2091408.14,1700347.61
2023-10-18,1998565.44,1651107.94
2023-10-19,2100303.6,1686222.82
2023-10-20,2168989.51,1806860.58
2023-10-21,1958254.22,1623839.68
2023-10-22,2192035.98,1883099.51
2023-10-23,2212926.15,1776511.79
2023-10-24,2080526.55,1690031.41
2023-10-25,2280763.4,1860347.49
2023-10-26,2067129.3,1661706.91
2023-10-27,2232332.89,1809861.49
2023-10-28,2558469.8,2478850.98
2023-10-29,3496886.69,3205718.64
2023-10-30,3566310.69,3010317.75
2023-10-31,3452217.27,2814001.97
2023-11-01,3151716.44,2280886.56
2023-11-02,2109051.36,1658623.01
2023-11-03,1183462.35,975122.36
2023-11-04,1149737.44,995927.72
2023-11-05,1468945.51,1244107.63
2023-11-06,1651457.31,1392345.27
2023-11-07,1418735.97,1242327.45
2023-11-08,1571315.19,1218340.28
2023-11-09,1520289.73,1340015.62
2023-11-10,1683443.56,1470814.09
2023-11-11,1491231.14,1302627.46
2023-11-12,1660287.86,1473002.59
2023-11-13,1963753.48,1712699.82
2023-11-14,1708140.78,1409181.96
2023-11-15,1581333.98,1311839.39
2023-11-16,1651775.58,1448077.2
2023-11-17,1482460.74,1380005.55
2023-11-18,1558412.74,1494617.39
2023-11-19,1415007.63,1413372.84
2023-11-20,1589340.12,1534993.89
2023-11-21,1426803.82,1432814.51
