Date,Revenue,COGS
2023-01-01,3526016.97,3806523.3
2023-01-02,1872235.58,1697464.55
2023-01-03,1435011.15,1306751.87
2023-01-04,1479334.23,1160803.26
2023-01-05,1614269.73,1243188.62
2023-01-06,1662311.04,1371500.32
2023-01-07,1897739.67,1554188.45
2023-01-08,1873554.48,1605093.28
2023-01-09,2045338.3,1829657.37
2023-01-10,2120462.71,1881795.06
2023-01-11,2197661.97,1863938.44
2023-01-12,2027487.85,1649089.53
2023-01-13,2141770.41,1689873.44
2023-01-14,2074742.27,1692769.62
2023-01-15,2179372.26,1878354.95
2023-01-16,2322070.6,2073869.66
2023-01-17,2306214.1,2149927.14
2023-01-18,2204383.96,1931841.44
2023-01-19,2248826.45,1845482.51
2023-01-20,2219218.68,1787822.48
2023-01-21,2414423.15,2024712.63
2023-01-22,2355325.77,2016633.71
2023-01-23,2589598.04,2344119.13
2023-01-24,2723230.57,2400090.12
2023-01-25,2656193.45,2316808.6
2023-01-26,2793410.54,2319624.61
2023-01-27,3145421.16,2673164.1
2023-01-28,3962649.66,3581523.19
2023-01-29,4152821.3,3945050.93
2023-01-30,4103350.0,3847125.98
2023-01-31,3778174.13,3420459.08
2023-02-01,3388135.09,2920357.44
2023-02-02,2116162.98,1795552.85
2023-02-03,1772428.3,1420121.85
2023-02-04,2081103.38,1663793.13
2023-02-05,2371529.26,2054160.98
2023-02-06,2278285.23,2007704.77
2023-02-07,2630906.15,2257957.4
2023-02-08,2544972.51,2131804.13
2023-02-09,2523776.99,2111957.8
2023-02-10,2668191.01,2194507.28
2023-02-11,2833208.98,2311438.61
2023-02-12,3080789.3,2703181.86
2023-02-13,3194128.74,2844182.25
2023-02-14,3328766.78,3009299.04
2023-02-15,3208854.01,2727978.7
2023-02-16,3327357.39,2910580.3
2023-02-17,3216381.51,2777078.64
2023-02-18,3316717.05,2842739.32
2023-02-19,3486108.51,3109020.81
2023-02-20,3769374.35,3524978.24
2023-02-21,3774351.94,3442644.16
2023-02-22,3784458.06,3410358.77
2023-02-23,4244332.33,3739574.14
2023-02-24,4334678.13,3801491.33
2023-02-25,5575312.17,5077017.76
2023-02-26,5623238.32,5219925.34
2023-02-27,5223922.0,4967414.75
2023-02-28,4849943.77,4391753.19
2023-03-01,3569365.59,3295222.35
2023-03-02,2090031.87,1697879.13
2023-03-03,1608848.48,1303623.89
2023-03-04,2010907.72,1699708.82
2023-03-05,2593890.66,2256986.3
2023-03-06,3131584.41,2836354.48
2023-03-07,3184889.89,2884561.31
2023-03-08,3405010.61,3110274.57
2023-03-09,3636419.97,3288887.08
2023-03-10,3724743.37,3434264.14
2023-03-11,4063178.34,3696124.37
2023-03-12,4337114.75,3929558.07
2023-03-13,4529477.94,4252014.19
2023-03-14,4719064.58,4492997.2
2023-03-15,4749287.94,4412713.17
2023-03-16,4766893.04,4289502.61
2023-03-17,4962778.72,4489145.21
