Date,Revenue,COGS
2023-01-01,3473600.98,3554449.91
2023-01-02,1739405.43,1619520.44
2023-01-03,1493355.72,1322839.43
2023-01-04,1498958.59,1198224.57
2023-01-05,1624295.78,1281227.37
2023-01-06,1687308.29,1405024.77
2023-01-07,1877769.35,1559746.72
2023-01-08,1940577.78,1666018.69
2023-01-09,2052501.15,1849366.33
2023-01-10,2142735.3,1913890.16
2023-01-11,2212043.85,1876368.03
2023-01-12,2042786.58,1690071.62
2023-01-13,2162045.56,1713665.04
2023-01-14,2087425.28,1726560.94
2023-01-15,2177515.65,1848207.14
2023-01-16,2326231.19,2067465.33
2023-01-17,2359463.15,2175609.02
2023-01-18,2249157.68,1930874.37
2023-01-19,2233327.8,1873946.92
2023-01-20,2260314.12,1808610.9
2023-01-21,2416225.23,2004158.26
2023-01-22,2394343.0,2057889.2
2023-01-23,2574324.14,2315481.1
2023-01-24,2698278.19,2369872.59
2023-01-25,2734784.73,2349803.74
2023-01-26,2813429.63,2371602.48
2023-01-27,3112080.97,2662455.32
2023-01-28,3886358.24,3517774.49
2023-01-29,4092136.26,3844505.4
2023-01-30,4020689.05,3787774.51
2023-01-31,3642813.79,3268036.52
2023-02-01,3332509.39,2858465.38
2023-02-02,2215465.89,1876821.72
2023-02-03,1767329.35,1445490.24
2023-02-04,2019042.74,1627074.46
2023-02-05,2335833.9,2039019.95
2023-02-06,2299649.63,2053366.93
2023-02-07,2545421.76,2213646.8
2023-02-08,2526255.03,2160380.48
2023-02-09,2566206.21,2144663.98
2023-02-10,2646230.81,2230103.55
2023-02-11,2782589.52,2305891.18
2023-02-12,3028215.2,2645461.09
2023-02-13,3175568.25,2874851.5
2023-02-14,3336051.99,3018365.67
2023-02-15,3188478.27,2739149.23
2023-02-16,3220015.28,2822775.11
2023-02-17,3206536.52,2780252.96
2023-02-18,3228058.05,2761893.97
2023-02-19,3457558.33,3063553.77
2023-02-20,3785398.71,3500062.3
2023-02-21,3681186.3,3344205.91
2023-02-22,3812433.04,3456520.82
2023-02-23,4254724.1,3748792.25
2023-02-24,4294541.64,3725791.51
2023-02-25,5456711.62,5020325.72
2023-02-26,5564528.28,5153898.95
2023-02-27,5382240.33,5063335.24
2023-02-28,4905563.76,4420006.83
2023-03-01,3482360.42,3177919.95
2023-03-02,2089001.55,1725634.35
2023-03-03,1650582.71,1339976.26
2023-03-04,2039068.52,1692334.9
2023-03-05,2581361.83,2282602.75
2023-03-06,3225145.66,2903827.45
2023-03-07,3263584.2,2946215.34
2023-03-08,3484221.18,3178865.3
2023-03-09,3690496.86,3311273.48
2023-03-10,3794107.04,3459873.95
2023-03-11,4079016.78,3672345.2
2023-03-12,4375279.86,3916687.71
2023-03-13,4621601.99,4325562.56
2023-03-14,4896231.11,4502620.31
2023-03-15,4933431.08,4442911.93
2023-03-16,4799864.21,4209771.26
2023-03-17,5133270.08,4539849.51
2023-03-18,5251406.94,4719139.33
2023-03-19,5088732.85,4729231.51
2023-03-20,5218672.06,4997328.61
2023-03-21,5222871.96,5139575.26
2023-03-22,5301685.26,5250613.39
2023-03-23,5334298.34,5214021.8
2023-03-24,5347692.7,5191524.51
2023-03-25,5386255.24,5238758.63
2023-03-26,5698443.11,5573563.52
2023-03-27,5920080.33,6119993.49
2023-03-28,6086515.91,6280757.26
2023-03-29,6211585.87,6460531.32
2023-03-30,9812451.97,11161746.89
2023-03-31,9744210.54,10598836.55
2023-04-01,9954476.66,10248269.19
2023-04-02,9432760.47,9388480.59
2023-04-03,8606835.26,8698365.09
2023-04-04,4014193.95,3793768.93
2023-04-05,3434610.26,3271694.9
2023-04-06,3552964.42,3326038.76
2023-04-07,3690604.85,3309313.33
2023-04-08,3962356.91,3757244.7
2023-04-09,4365597.52,4200189.17
2023-04-10,4686968.6,4653883.51
2023-04-11,4793171.07,4708472.65
2023-04-12,4938688.95,4859889.01
2023-04-13,4972781.99,4827436.06
2023-04-14,5555332.85,5322419.6
2023-04-15,5397340.87,4968366.25
2023-04-16,5509506.7,5053644.02
2023-04-17,5712293.83,5102250.7
2023-04-18,5771976.55,4984704.61
2023-04-19,5535799.08,4814571.22
2023-04-20,5828925.34,5050317.97
2023-04-21,5814051.81,5137510.1
2023-04-22,5873435.46,5081507.11
2023-04-23,5868204.88,5112796.43
2023-04-24,6219252.54,5464037.17
2023-04-25,6324504.46,5551631.78
2023-04-26,6472851.24,5757665.93
2023-04-27,6960973.07,6271119.93
2023-04-28,7866110.07,6918185.28
2023-04-29,9829254.16,8776834.61
2023-04-30,9753319.97,8293093.0
2023-05-01,9040047.38,7621453.37
2023-05-02,7787118.4,6582213.48
2023-05-03,6582792.95,6001055.71
2023-05-04,3346812.94,2727858.36
2023-05-05,3681659.48,3063658.47
2023-05-06,3798076.27,3185496.12
2023-05-07,4328237.76,3669873.83
2023-05-08,4393613.98,3725886.82
2023-05-09,4662622.9,3950807.24
2023-05-10,4844903.65,4159046.91
2023-05-11,5116919.58,4407096.68
2023-05-12,5120203.03,4443837.94
2023-05-13,5471853.68,4744295.65
2023-05-14,5807197.1,5068964.57
2023-05-15,5688377.93,4943870.38
2023-05-16,5918477.64,5247627.07
2023-05-17,6007410.63,5375294.29
2023-05-18,5773395.1,5024544.73
2023-05-19,5410990.49,4598379.36
2023-05-20,5495282.82,4809776.79
2023-05-21,5776097.32,5147886.19
2023-05-22,5844395.42,5176024.62
2023-05-23,6367859.04,5471640.67
2023-05-24,6379589.07,5604670.14
2023-05-25,6105397.14,5231433.78
2023-05-26,5746532.24,4913395.56
2023-05-27,6097439.3,5352934.84
2023-05-28,6370740.13,5615246.67
2023-05-29,6907687.46,6207561.08
2023-05-30,9927916.38,9416413.47
2023-05-31,10421268.7,10528896.09
2023-06-01,10589621.37,9792184.66
2023-06-02,9889196.68,8713350.51
2023-06-03,8073748.02,7165734.6
2023-06-04,4724452.15,3872816.7
2023-06-05,4152042.83,3508572.21
2023-06-06,4236413.38,3584261.2
2023-06-07,4350294.26,3813700.79
2023-06-08,4635369.64,3970846.81
2023-06-09,4689064.24,3963520.45
2023-06-10,4995539.28,4258127.07
2023-06-11,4917030.95,4208609.49
2023-06-12,5429409.09,4649557.3
2023-06-13,5340333.73,4576478.69
2023-06-14,5545549.04,4852453.82
2023-06-15,5753784.53,5031932.18
2023-06-16,5679725.19,5024484.36
2023-06-17,5819165.08,5134516.68
2023-06-18,5544297.66,4745139.58
2023-06-19,5441820.55,4683461.72
2023-06-20,5400600.22,4570859.67
2023-06-21,5469110.16,4757042.54
2023-06-22,5793801.22,5025794.15
2023-06-23,5364256.05,4698197.25
2023-06-24,5467502.97,4904695.18
2023-06-25,5344006.5,4923524.61
2023-06-26,5513760.96,5401101.33
2023-06-27,5731940.82,5773288.53
2023-06-28,6240642.64,6485649.56
2023-06-29,8308857.02,8504620.98
2023-06-30,7269830.38,7488506.64
2023-07-01,6524024.96,7015961.78
2023-07-02,6017290.65,6195201.85
2023-07-03,5359598.67,5640439.86
2023-07-04,2211076.32,2166849.38
2023-07-05,2184950.97,2164282.23
2023-07-06,2336266.14,2337481.28
2023-07-07,2788225.77,2736372.72
2023-07-08,3003771.61,3015792.78
2023-07-09,3420988.63,3383949.09
2023-07-10,3669184.31,3784526.94
2023-07-11,3904600.93,4078344.87
2023-07-12,3950279.9,4154277.61
2023-07-13,3881345.8,4063021.15
2023-07-14,3862118.06,3932826.11
2023-07-15,4089575.78,4083642.36
2023-07-16,4088902.75,4140406.11
2023-07-17,4192343.94,4451781.53
2023-07-18,4379238.12,4592640.52
2023-07-19,4137428.03,4241965.15
2023-07-20,4462327.75,4378359.76
2023-07-21,4295423.59,3839837.46
2023-07-22,4433725.33,3963223.02
2023-07-23,4698587.91,4314018.95
2023-07-24,4769760.97,4227144.26
2023-07-25,4646379.21,4076779.17
2023-07-26,4943616.38,4540317.26
2023-07-27,5039554.06,4543595.92
2023-07-28,5056815.08,4379672.39
2023-07-29,5388128.83,4687061.55
2023-07-30,5720078.61,5354530.99
2023-07-31,6806481.17,6468496.91
2023-08-01,6540806.07,5941841.27
2023-08-02,6127548.8,5764986.33
2023-08-03,5443639.12,5363883.25
2023-08-04,4606106.89,4232591.0
2023-08-05,3118586.99,2888164.08
2023-08-06,2875048.43,2797464.03
2023-08-07,2968392.34,2951117.38
2023-08-08,2930866.66,2954282.61
2023-08-09,2791559.3,2800969.42
2023-08-10,3033828.4,3126575.12
2023-08-11,3201886.16,3196196.8
2023-08-12,3160746.98,3067685.56
2023-08-13,3241143.02,3253374.36
2023-08-14,3413324.0,3613483.35
2023-08-15,3542204.36,3757059.26
2023-08-16,3344101.19,3587608.23
2023-08-17,3542493.5,3833645.9
2023-08-18,3500273.43,3465632.45
2023-08-19,3570885.93,3342847.16
2023-08-20,3535586.96,3507235.63
2023-08-21,3424437.56,3531196.8
2023-08-22,3789870.06,3946835.96
2023-08-23,3279478.02,3281006.47
2023-08-24,3386802.68,3667919.65
2023-08-25,3600643.73,3581848.5
2023-08-26,3525325.41,3420742.78
2023-08-27,3672065.36,3580653.55
2023-08-28,5348419.29,5788260.01
2023-08-29,7361176.18,8170601.68
2023-08-30,7148401.41,7762514.7
2023-08-31,7566779.22,8328144.48
2023-09-01,6375169.74,6811760.96
2023-09-02,4298308.32,4161873.46
2023-09-03,2188593.47,2061841.04
2023-09-04,2401867.8,2197036.23
2023-09-05,2637819.34,2472336.21
2023-09-06,2712070.43,2585776.16
2023-09-07,2979740.64,2775806.76
2023-09-08,3266465.1,3158380.62
2023-09-09,3123371.08,2929355.76
2023-09-10,3179335.7,2986669.78
2023-09-11,3433097.88,3349299.86
2023-09-12,3470014.6,3356420.08
2023-09-13,3519306.39,3444909.56
2023-09-14,3364253.24,3274295.89
2023-09-15,3441765.94,3310220.08
2023-09-16,3322038.52,3121415.64
2023-09-17,3086550.84,2882369.35
2023-09-18,3292439.57,3132975.0
2023-09-19,3481232.86,3312414.4
2023-09-20,3221162.2,2950289.06
2023-09-21,3600564.37,3467052.48
2023-09-22,3451582.37,3373398.77
2023-09-23,3385382.92,3213316.48
2023-09-24,3451787.53,3315235.31
2023-09-25,3763820.19,3716520.92
2023-09-26,4377317.11,4141487.34
2023-09-27,4925116.76,4758825.18
2023-09-28,5528070.99,5279688.18
2023-09-29,5057777.2,4846664.15
2023-09-30,4522084.61,4366439.36
2023-10-01,3644409.48,3533118.05
2023-10-02,2696334.37,2270209.62
2023-10-03,2035668.95,1719932.71
2023-10-04,2461763.88,2104280.62
2023-10-05,2325410.18,1994394.59
