Date,Revenue,COGS
2023-01-01,3513648.7,3763433.53
2023-01-02,1858974.94,1699426.19
2023-01-03,1443993.86,1314543.19
2023-01-04,1476273.63,1151953.61
2023-01-05,1612126.27,1236558.74
2023-01-06,1658454.21,1363861.63
2023-01-07,1893030.7,1547515.35
2023-01-08,1885278.71,1607011.81
2023-01-09,2048867.49,1834331.33
2023-01-10,2121393.16,1889089.36
2023-01-11,2194007.51,1858682.03
2023-01-12,2015653.47,1636344.47
2023-01-13,2128637.91,1668912.6
2023-01-14,2061224.05,1679627.13
2023-01-15,2178216.7,1869094.47
2023-01-16,2332655.86,2086465.08
2023-01-17,2318267.6,2162184.18
2023-01-18,2216836.43,1931763.1
2023-01-19,2246672.62,1840315.34
2023-01-20,2218194.99,1776123.63
2023-01-21,2402729.89,2011287.86
2023-01-22,2355537.82,2020696.72
2023-01-23,2588883.26,2343593.46
2023-01-24,2730387.23,2399045.93
2023-01-25,2664540.1,2318408.86
2023-01-26,2788773.23,2309249.84
2023-01-27,3132005.01,2650165.21
2023-01-28,3934112.65,3561212.78
2023-01-29,4137265.27,3938432.06
2023-01-30,4094689.29,3847725.7
2023-01-31,3753170.98,3400669.24
2023-02-01,3371233.76,2904295.85
2023-02-02,2125143.67,1785933.15
2023-02-03,1762002.68,1405921.38
2023-02-04,2063290.8,1636314.71
2023-02-05,2367036.59,2045351.62
2023-02-06,2273814.11,2006968.05
2023-02-07,2626115.6,2255390.39
2023-02-08,2546523.94,2129392.13
2023-02-09,2521350.72,2102175.92
2023-02-10,2660952.13,2189409.1
2023-02-11,2816093.31,2291134.5
2023-02-12,3090787.62,2710445.47
2023-02-13,3197342.1,2860592.91
2023-02-14,3346334.66,3031071.44
2023-02-15,3217993.27,2740502.85
2023-02-16,3309251.43,2903523.32
2023-02-17,3213178.33,2778091.02
2023-02-18,3295954.59,2823651.06
2023-02-19,3499821.89,3116530.1
2023-02-20,3781322.88,3552224.6
2023-02-21,3784876.12,3464633.48
2023-02-22,3791807.52,3425240.75
2023-02-23,4234738.89,3723094.83
2023-02-24,4323044.85,3776782.82
2023-02-25,5530840.33,5045783.77
2023-02-26,5615988.35,5207087.8
2023-02-27,5264023.59,4999702.57
2023-02-28,4926613.09,4462926.44
2023-03-01,3582971.78,3308613.69
2023-03-02,2103427.7,1709003.95
2023-03-03,1615996.76,1301250.68
2023-03-04,2007115.5,1684051.11
2023-03-05,2591435.57,2263061.12
2023-03-06,3152796.95,2864678.35
2023-03-07,3214196.12,2917037.41
2023-03-08,3442531.56,3154045.1
2023-03-09,3660260.27,3311198.65
2023-03-10,3751216.29,3459494.51
2023-03-11,4076185.68,3718195.02
2023-03-12,4373815.48,3956639.82
2023-03-13,4601966.63,4322693.93
2023-03-14,4796274.21,4548891.49
2023-03-15,4835576.42,4471804.11
2023-03-16,4820156.61,4324355.07
2023-03-17,4991942.28,4494326.01
2023-03-18,5200175.02,4698984.17
2023-03-19,5032061.72,4622525.63
2023-03-20,5122952.84,4926929.26
2023-03-21,5213736.14,5087652.66
2023-03-22,5320483.28,5171165.4
2023-03-23,5296942.94,5112191.49
2023-03-24,5162687.16,5007329.92
2023-03-25,5390656.01,5241730.11
2023-03-26,5641184.62,5441569.46
2023-03-27,5945432.42,6017780.05
2023-03-28,6151470.32,6221207.59
2023-03-29,6196250.87,6410824.06
2023-03-30,9643430.84,10961326.02
2023-03-31,9732479.49,10335225.94
2023-04-01,9996801.41,9879039.05
2023-04-02,9392293.41,9213359.95
2023-04-03,8245406.84,8507546.25
2023-04-04,4003667.62,3741056.03
2023-04-05,3433006.82,3292882.18
2023-04-06,3593079.86,3383949.4
2023-04-07,3729052.71,3307888.66
2023-04-08,3976751.55,3727818.29
2023-04-09,4331286.73,4046009.84
2023-04-10,4700044.31,4581168.97
2023-04-11,4691063.62,4586577.79
2023-04-12,4871261.44,4763298.68
2023-04-13,4935181.23,4741256.67
2023-04-14,5449267.0,5305322.39
