Date,Revenue,COGS
2023-01-01,2550145.89,2392939.76
2023-01-02,1286004.74,1071337.87
2023-01-03,1169727.95,980470.71
2023-01-04,1124563.64,745225.77
2023-01-05,1239283.86,785259.62
2023-01-06,1294872.88,907516.65
2023-01-07,1442525.21,1106276.74
2023-01-08,1498825.54,1197521.23
2023-01-09,1567668.26,1378179.68
2023-01-10,1612647.44,1419402.8
2023-01-11,1648829.39,1310745.19
2023-01-12,1458321.18,1054205.29
2023-01-13,1556672.26,1053614.88
2023-01-14,1498130.13,1117201.14
2023-01-15,1659672.23,1299032.18
2023-01-16,1755759.83,1564377.86
2023-01-17,1709065.11,1685147.45
2023-01-18,1641434.22,1401115.09
2023-01-19,1700697.18,1237503.31
2023-01-20,1613802.34,1125316.65
2023-01-21,1745753.05,1316363.6
2023-01-22,1731874.71,1412023.0
2023-01-23,1882215.54,1671083.16
2023-01-24,2058438.15,1737404.96
2023-01-25,2033036.13,1687892.36
2023-01-26,2060063.74,1557864.88
2023-01-27,2237175.38,1769619.28
2023-01-28,2719497.8,2441297.16
2023-01-29,2830481.24,2707545.97
2023-01-30,2850068.89,2721482.99
2023-01-31,2721503.94,2378605.87
2023-02-01,2476605.75,1970238.53
2023-02-02,1530541.01,1222645.57
2023-02-03,1341948.47,907695.38
2023-02-04,1469461.57,1003294.77
2023-02-05,1741118.43,1483399.56
2023-02-06,1624356.03,1480383.5
2023-02-07,1948520.02,1622156.13
2023-02-08,1960634.98,1536865.53
2023-02-09,1940579.36,1439887.54
2023-02-10,2029737.48,1496990.62
2023-02-11,2104529.47,1516953.91
2023-02-12,2402351.82,1994161.74
2023-02-13,2476566.42,2139762.82
2023-02-14,2560293.48,2253171.21
2023-02-15,2542105.61,2014312.85
2023-02-16,2439103.6,1961824.32
2023-02-17,2432372.42,1951938.7
2023-02-18,2456013.3,1905349.19
2023-02-19,2698144.12,2324592.32
2023-02-20,2920093.55,2707310.0
2023-02-21,2932580.76,2657277.22
2023-02-22,2884367.49,2574893.34
2023-02-23,3105849.5,2588100.89
2023-02-24,3148260.03,2520784.03
2023-02-25,3703891.72,3421878.26
2023-02-26,3876068.28,3623584.87
2023-02-27,3953408.24,3833368.66
2023-02-28,4017659.59,3511445.89
2023-03-01,2838072.83,2477513.16
2023-03-02,1726680.14,1189783.93
2023-03-03,1406688.28,976958.5
2023-03-04,1525348.66,1162347.97
2023-03-05,1954902.0,1697643.77
2023-03-06,2370235.98,2170618.02
