Date,Revenue,COGS
2023-01-01,3585009.12,3765880.18
2023-01-02,1755130.47,1660156.43
2023-01-03,1390791.31,1223759.76
2023-01-04,1476214.13,1321584.35
2023-01-05,1575098.94,1385156.22
2023-01-06,1689332.47,1484046.66
2023-01-07,1825510.28,1572409.69
2023-01-08,1849816.57,1623870.94
2023-01-09,1974801.58,1723893.47
2023-01-10,2067081.7,1815033.54
2023-01-11,2139697.94,1867658.45
2023-01-12,2053364.93,1796108.1
2023-01-13,2168497.41,1876965.66
2023-01-14,2114019.08,1865817.19
2023-01-15,2107599.88,1881071.85
2023-01-16,2225028.56,1898204.97
2023-01-17,2277590.09,1967113.17
2023-01-18,2138586.13,1866226.6
2023-01-19,2103998.5,1878281.95
2023-01-20,2251713.3,1921337.0
2023-01-21,2459499.96,2128884.6
2023-01-22,2367876.98,2072522.44
2023-01-23,2537926.93,2228714.45
2023-01-24,2540513.17,2250478.83
2023-01-25,2617550.36,2290646.38
2023-01-26,2705634.99,2385681.53
2023-01-27,3128421.04,2786643.77
2023-01-28,4025203.03,3601464.12
2023-01-29,4218790.75,3799962.49
2023-01-30,4048021.66,3614645.91
2023-01-31,3596702.14,3202648.01
2023-02-01,3273982.68,2899041.05
2023-02-02,2245073.59,1946389.29
2023-02-03,1770504.79,1583820.85
2023-02-04,2085068.87,1822560.32
2023-02-05,2283582.0,1979268.8
2023-02-06,2324819.23,2036599.69
2023-02-07,2436080.29,2130093.04
2023-02-08,2371009.75,2095515.41
2023-02-09,2491434.57,2179299.07
2023-02-10,2544345.6,2257007.11
2023-02-11,2767958.38,2449237.06
2023-02-12,2806944.26,2460387.22
2023-02-13,3019561.02,2718550.83
2023-02-14,3148146.63,2760862.17
2023-02-15,2920796.89,2570878.14
2023-02-16,3147507.86,2779430.18
2023-02-17,3104393.26,2716500.55
2023-02-18,3197305.22,2825395.84
2023-02-19,3281657.36,2885654.17
2023-02-20,3561496.81,3157000.98
2023-02-21,3342486.34,2910474.83
2023-02-22,3592091.92,3177101.7
2023-02-23,4114069.84,3672727.33
2023-02-24,4228291.0,3792795.99
2023-02-25,5832222.77,5218753.87
2023-02-26,5752300.52,5115952.0
2023-02-27,5207010.59,4646564.57
2023-02-28,4340293.93,3852250.11
2023-03-01,3323605.35,2959509.92
2023-03-02,1960757.4,1688717.28
2023-03-03,1538688.46,1350665.54
2023-03-04,2018970.19,1715904.45
2023-03-05,2490265.43,2157657.83
2023-03-06,3099319.17,2696371.68
2023-03-07,2952359.77,2575141.67
2023-03-08,3196350.13,2797102.02
2023-03-09,3442641.39,3053540.59
2023-03-10,3691098.71,3317328.87
2023-03-11,4074608.55,3585083.39
2023-03-12,4085735.21,3608571.83
2023-03-13,4126793.68,3687712.46
2023-03-14,4495407.12,3980155.56
2023-03-15,4501864.59,3990619.54
2023-03-16,4336865.07,3847639.88
2023-03-17,5122434.04,4535309.11
2023-03-18,5124379.25,4578359.96
2023-03-19,4843131.57,4567139.09
2023-03-20,4792930.13,4519433.98
2023-03-21,4709532.38,4539537.59
2023-03-22,4675537.46,4658689.2
2023-03-23,4729839.51,4728159.45
2023-03-24,5069190.1,4976374.46
2023-03-25,5081258.89,5096071.9
2023-03-26,5486467.12,5529221.55
2023-03-27,5497616.19,5576172.69
2023-03-28,5680631.41,5793991.61
2023-03-29,5621666.65,5627100.03
2023-03-30,10425895.11,10304635.52
2023-03-31,10501094.92,10370227.61
2023-04-01,10126200.5,9891608.03
2023-04-02,9219193.4,9020340.38
2023-04-03,8479681.29,8303324.25
2023-04-04,3943814.14,4143129.62
2023-04-05,3171804.4,3103927.38
2023-04-06,3446985.88,3340894.4
2023-04-07,3572586.58,3546797.67
2023-04-08,3993331.71,4053678.75
2023-04-09,4193633.13,4289386.28
2023-04-10,4356955.18,4460928.88
2023-04-11,4393026.76,4467620.76
2023-04-12,4544598.74,4528997.82
2023-04-13,4604387.89,4612988.89
2023-04-14,5460085.71,5220381.17
2023-04-15,5207413.77,4823298.13
2023-04-16,5321465.97,4895042.48
2023-04-17,5613482.95,5037688.18
2023-04-18,5819574.44,5109357.18
2023-04-19,5403833.06,4673708.25
2023-04-20,5914687.24,5156747.71
2023-04-21,6136348.73,5455707.02
2023-04-22,6194517.76,5480577.9
2023-04-23,6197141.12,5477203.92
2023-04-24,6373658.3,5626564.94
2023-04-25,6497978.35,5777325.25
2023-04-26,6538754.54,5823542.57
2023-04-27,7156908.06,6433303.64
2023-04-28,8757021.27,7760323.43
2023-04-29,11357013.34,9805706.43
2023-04-30,10456946.12,9179637.36
2023-05-01,9561929.67,8374916.2
2023-05-02,8190152.16,7263120.16
2023-05-03,6698279.14,5942140.52
2023-05-04,3292301.71,2899787.12
2023-05-05,3732030.02,3309539.89
2023-05-06,3833042.86,3364655.6
2023-05-07,4251198.27,3768148.37
2023-05-08,4245778.02,3770258.87
2023-05-09,4442738.87,3939843.86
2023-05-10,4636656.81,4122323.51
2023-05-11,5071058.43,4474733.47
2023-05-12,5211286.34,4616265.83
2023-05-13,5672099.88,4938531.12
2023-05-14,5970160.66,5340058.92
2023-05-15,5754233.03,5083078.68
2023-05-16,5819660.93,5143884.67
2023-05-17,5808918.7,5103560.05
2023-05-18,5964282.7,5285038.08
2023-05-19,5699719.61,5009217.4
2023-05-20,6077000.49,5440953.82
2023-05-21,6133843.75,5430243.1
2023-05-22,6076457.25,5422056.69
2023-05-23,6293366.22,5513502.28
2023-05-24,6026788.52,5374230.03
2023-05-25,6071936.33,5413548.24
2023-05-26,5912712.59,5254278.99
2023-05-27,6723540.67,6089233.46
2023-05-28,6999302.27,6357914.65
2023-05-29,7150932.56,6452580.01
2023-05-30,10886665.14,9558319.77
2023-05-31,11533738.61,9882390.32
2023-06-01,11328232.85,9687012.49
2023-06-02,10405852.3,9048776.14
2023-06-03,9120904.75,8036555.98
2023-06-04,4964502.97,4428929.04
2023-06-05,4114742.79,3620173.35
2023-06-06,4135591.05,3631860.21
2023-06-07,4076146.05,3651096.76
2023-06-08,4508699.34,3991723.26
2023-06-09,4855227.87,4323829.94
2023-06-10,5071776.97,4463997.96
2023-06-11,4934987.82,4388418.53
2023-06-12,5436142.37,4767206.48
2023-06-13,5189364.84,4645381.37
2023-06-14,5351426.66,4725783.15
2023-06-15,5649116.76,4921140.24
2023-06-16,6028015.08,5373154.43
2023-06-17,6203071.82,5502015.89
2023-06-18,5800189.98,5052565.99
2023-06-19,5692499.85,4949752.62
2023-06-20,5453675.48,4738284.02
2023-06-21,5261285.2,4598356.67
2023-06-22,5828416.23,5137005.81
2023-06-23,5673235.87,5054489.24
2023-06-24,5835421.92,5295013.92
2023-06-25,5683664.75,5373473.18
2023-06-26,5797704.6,5955440.9
2023-06-27,5757076.87,6118662.4
2023-06-28,5952924.9,6343767.95
2023-06-29,8476869.12,8314158.21
2023-06-30,7611641.56,7973594.82
2023-07-01,7134682.23,7455969.56
2023-07-02,6466699.37,6722410.44
2023-07-03,5805958.07,6218370.35
2023-07-04,2098771.84,2229538.59
2023-07-05,2167075.12,2225006.6
2023-07-06,2214421.31,2287638.99
2023-07-07,2656123.04,2698916.32
2023-07-08,2758294.22,2920971.21
2023-07-09,3343053.17,3520026.03
2023-07-10,3464302.27,3673073.9
2023-07-11,3845847.03,4039042.68
2023-07-12,3881429.77,4108205.81
