target,feature,group,shap_mean_abs,gain_total,shap_pct,gain_pct
COGS,COGS_anchor_latest,anchor_level,0.000203,923.8584,0.02,0.09
COGS,COGS_annual_mean_cutoff,anchor_level,0.000189,400.7604,0.02,0.04
COGS,COGS_anchor_lag182,target_lag,0.000182,1628.3854,0.02,0.17
COGS,is_midmonth_window,calendar_seasonality,0.000178,509.3702,0.02,0.05
COGS,COGS_anchor_lag14,target_lag,0.000161,989.2043,0.02,0.10
COGS,hol_days_since_tet_nguyen_dan,holiday_event,0.000141,265.0714,0.02,0.03
COGS,COGS_anchor_roll_std56,anchor_level,0.000139,347.3508,0.02,0.04
COGS,COGS_anchor_lag91,target_lag,0.000138,685.6697,0.01,0.07
COGS,COGS_post_to_pre_ratio,other,0.000136,324.9659,0.01,0.03
COGS,COGS_anchor_lag365,target_lag,0.000133,863.5462,0.01,0.09
COGS,month,calendar_seasonality,0.000128,219.1525,0.01,0.02
COGS,hol_days_to_tet_nguyen_dan,holiday_event,0.000124,353.8920,0.01,0.04
COGS,is_weekend,calendar_seasonality,0.000116,68.1149,0.01,0.01
COGS,COGS_anchor_lag28,target_lag,0.000113,758.1973,0.01,0.08
COGS,COGS_anchor_roll_mean182,anchor_level,0.000109,246.5752,0.01,0.03
COGS,COGS_anchor_lag7,target_lag,0.000104,1073.6371,0.01,0.11
COGS,COGS_forecast_lag14_known,target_lag,0.000102,637.5715,0.01,0.07
COGS,COGS_anchor_lag364,target_lag,0.000100,811.1923,0.01,0.08
COGS,vn_is_midmonth_payday,holiday_event,0.000088,87.5865,0.01,0.01
COGS,COGS_anchor_roll_std28,anchor_level,0.000066,232.8981,0.01,0.02
COGS,hol_days_to_singles_day_1111,holiday_event,0.000065,163.6108,0.01,0.02
COGS,COGS_anchor_roll_mean28,anchor_level,0.000063,462.3643,0.01,0.05
COGS,vn_is_mid_autumn_day,holiday_event,0.000057,37.2455,0.01,0.00
COGS,COGS_anchor_roll_mean56,anchor_level,0.000052,278.9677,0.01,0.03
COGS,horizon_91_182,horizon,0.000049,245.1353,0.01,0.03
COGS,vn_is_2nd_saturday,holiday_event,0.000038,83.2600,0.00,0.01
COGS,hol_pre7_christmas,holiday_event,0.000037,10.6601,0.00,0.00
COGS,COGS_anchor_roll_median7,anchor_level,0.000034,149.2763,0.00,0.02
COGS,hol_post3_valentine,holiday_event,0.000030,26.6906,0.00,0.00
COGS,is_month_end,calendar_seasonality,0.000030,108.1085,0.00,0.01
COGS,hol_pre7_liberation_day,holiday_event,0.000029,6.1643,0.00,0.00
COGS,COGS_anchor_roll_median182,anchor_level,0.000026,91.3512,0.00,0.01
COGS,hol_post3_cyber_monday,holiday_event,0.000024,14.6454,0.00,0.00
COGS,vn_is_tet_eve_3d,holiday_event,0.000023,11.2484,0.00,0.00
COGS,COGS_anchor_roll_median28,anchor_level,0.000022,47.1097,0.00,0.00
COGS,vn_is_valentine,holiday_event,0.000017,35.0361,0.00,0.00
COGS,COGS_anchor_roll_std91,anchor_level,0.000017,78.8972,0.00,0.01
COGS,COGS_forecast_lag7_known,target_lag,0.000016,251.6765,0.00,0.03
COGS,vn_is_tet_after_7d,holiday_event,0.000013,10.8791,0.00,0.00
COGS,vn_is_new_year_0101,holiday_event,0.000013,56.0627,0.00,0.01
COGS,vn_is_month_payday,holiday_event,0.000012,25.5629,0.00,0.00
COGS,COGS_anchor_roll_median91,anchor_level,0.000011,28.3286,0.00,0.00
COGS,hol_post3_liberation_day,holiday_event,0.000011,6.4705,0.00,0.00
COGS,hol_post3_teachers_day,holiday_event,0.000010,24.7657,0.00,0.00
COGS,vn_is_hung_kings_window,holiday_event,0.000009,12.4650,0.00,0.00
COGS,cutoff_after_2019,regime_level,0.000007,16.0783,0.00,0.00
COGS,vn_is_christmas,holiday_event,0.000007,18.2270,0.00,0.00
COGS,COGS_anchor_roll_median56,anchor_level,0.000006,12.8983,0.00,0.00
COGS,horizon_le_90,horizon,0.000006,20.7120,0.00,0.00
COGS,vn_is_womens_day_2010,holiday_event,0.000005,8.6833,0.00,0.00
COGS,vn_is_long_weekend_mon,holiday_event,0.000005,34.5254,0.00,0.00
COGS,hol_pre7_womens_day_oct20,holiday_event,0.000005,14.8346,0.00,0.00
COGS,vn_is_hung_kings_after_3d,holiday_event,0.000004,11.3195,0.00,0.00
COGS,hol_pre7_new_year,holiday_event,0.000003,7.3284,0.00,0.00
COGS,hol_pre7_cyber_monday,holiday_event,0.000003,7.2911,0.00,0.00
COGS,cutoff_month,regime_level,0.000003,93.1201,0.00,0.01
COGS,vn_is_cyber_monday_window,holiday_event,0.000002,19.5589,0.00,0.00
COGS,vn_is_reunification_3004,holiday_event,0.000002,15.1503,0.00,0.00
COGS,COGS_anchor_roll_mean91,anchor_level,0.000002,6.7453,0.00,0.00
COGS,season_summer_transition,holiday_event,0.000002,9.5461,0.00,0.00
COGS,vn_is_1212_week,holiday_event,0.000001,10.5937,0.00,0.00
COGS,vn_is_christmas_eve,holiday_event,0.000001,46.7448,0.00,0.00
COGS,season_q2_peak,holiday_event,0.000001,10.3031,0.00,0.00
COGS,hol_post3_labour_day,holiday_event,0.000001,5.5650,0.00,0.00
COGS,horizon_gt_365,horizon,0.000000,7.7605,0.00,0.00
COGS,hol_post3_double_1212,holiday_event,0.000000,6.8057,0.00,0.00
COGS,vn_is_black_friday,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_valentine,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_1111_week,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_teachers_day,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_tet_eve_7d,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_womens_day_0803,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_mid_autumn_15_8_lunar,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_tet_eve,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_womens_day_oct20,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_teachers_day_2011,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_black_friday,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_singles_day_1111,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_hung_kings_eve_7d,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_black_friday_week,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_mid_autumn_15_8_lunar,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_double_1212,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_mid_autumn_eve_7d,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_black_friday,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_singles_day_1111,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_1111,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_double_1212,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_independence_0209,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_new_year,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_labour_0105,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_cyber_monday,holiday_event,0.000000,0.0000,0.00,0.00
COGS,quarter,calendar_seasonality,0.000000,0.0000,0.00,0.00
COGS,hol_is_christmas,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_singles_day_1111,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_teachers_day,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_1212,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_hung_kings_10_3_lunar,holiday_event,0.000000,0.0000,0.00,0.00
COGS,season_q4_promo,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_tet_nguyen_dan,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_national_day,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_national_day,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_tet_nguyen_dan,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_tet_nguyen_dan,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_womens_day_mar8,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_hung_kings_10_3_lunar,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_tet_eve,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_tet_after_14d,holiday_event,0.000000,0.0000,0.00,0.00
COGS,vn_is_hung_kings_day,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_womens_day_mar8,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_mid_autumn_15_8_lunar,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_hung_kings_10_3_lunar,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_national_day,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_labour_day,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_tet_eve,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_womens_day_oct20,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_black_friday,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_liberation_day,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_pre7_labour_day,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_womens_day_mar8,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_tet_nguyen_dan,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_post3_christmas,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_valentine,holiday_event,0.000000,0.0000,0.00,0.00
COGS,season_q1_tet_low,holiday_event,0.000000,0.0000,0.00,0.00
COGS,hol_is_new_year,holiday_event,0.000000,0.0000,0.00,0.00
